FirstName,LastName,Email,Phone,DOB,Gender,City,State,Segment,Status,JoinDate,Employment,Income
Bryan,Stout,richardhaynes@example.com,+1-588-371-8981,1957-06-24,M,North Angela,AS,VIP,Active,2024-07-09,Employed Full-time,41920
David,Anderson,denisemiller@example.com,001-601-918-4582x60340,1954-09-14,M,Nealhaven,PW,VIP,Inactive,2024-09-05,Self-employed,44438
Catherine,Dixon,batesbradley@example.org,724.632.9839,1953-12-05,F,Jonesview,KS,VIP,Inactive,2024-10-22,Self-employed,140574
Debra,Martin,qmiller@example.net,(728)831-4359x89262,1970-12-21,M,New Johnview,DE,Premium,Active,2025-06-11,Self-employed,102234
Daniel,Kelley,murphychristopher@example.com,001-642-934-0163x61128,1951-09-08,M,Jackieport,OH,Premium,Inactive,2024-05-03,Retired,129833
Catherine,Mosley,louiswalton@example.org,(488)496-7924x082,1970-12-18,M,Brianstad,VT,Retail,Active,2024-03-29,Retired,82243
Erika,Barnes,wwhite@example.com,544.368.3414x65111,1956-06-02,M,North Juliaside,NM,Premium,Active,2023-03-25,Retired,90505
Suzanne,Coleman,timothyrobertson@example.net,+1-716-509-3068,1995-06-22,M,New Shaneburgh,TX,VIP,Inactive,2025-05-30,Employed Full-time,36413
Rebecca,Thompson,mary85@example.org,(676)525-1538x14474,1945-05-03,F,Robinsonport,SD,Retail,Inactive,2025-05-17,Self-employed,51330
Margaret,Johnson,fstafford@example.org,(709)275-4510x526,1952-01-30,M,Vasquezland,NC,Premium,Active,2025-05-15,Retired,113681
Rachel,Jenkins,xsmith@example.net,937-965-4562x841,1956-03-13,F,West Julie,AL,Premium,Active,2024-09-17,Retired,61790
Nicole,Fletcher,lopezbilly@example.com,(850)823-7416x78725,1954-02-16,M,North Lauraberg,FL,Retail,Active,2024-08-24,Retired,102781
Vincent,Saunders,brettgallegos@example.com,+1-406-574-4716x392,1964-04-25,M,Port Josephbury,TN,Retail,Inactive,2025-01-03,Retired,93060
James,Mccarthy,hayneswayne@example.org,592.431.2604,1974-03-12,F,New Jameston,MS,Retail,Inactive,2024-11-30,Retired,146061
Alicia,Graves,jeffreysimmons@example.org,260.241.4545x63502,1948-09-24,F,Jasonfort,KY,Premium,Inactive,2025-10-06,Retired,96635
Craig,Lopez,tcox@example.org,708-525-5598,1989-06-08,M,Jasonfurt,CO,VIP,Active,2023-08-21,Retired,62320
David,Newton,williamstanya@example.net,937.511.8954,1981-06-29,M,North David,MT,Retail,Inactive,2025-07-11,Employed Full-time,63107
Jennifer,Snow,patricia71@example.com,476-688-0294,1948-04-11,M,Port Teresaborough,WA,Retail,Active,2024-11-15,Retired,74493
Troy,Patel,martinkaren@example.com,+1-566-294-3202,2005-01-04,M,Gordonhaven,KS,Retail,Inactive,2024-06-22,Employed Full-time,109969
Melissa,Phillips,andrea23@example.org,+1-534-502-4240,1981-07-25,M,North Deborahstad,MD,VIP,Inactive,2023-07-16,Self-employed,115187
Stacey,Henson,jennifer69@example.com,500-953-4240x89164,1960-03-14,F,Josephshire,SC,VIP,Active,2024-11-12,Retired,30037
Eric,Hall,erichardson@example.org,427.822.3972x4042,1991-12-17,M,North Douglas,NE,Premium,Active,2024-03-23,Employed Full-time,96774
Spencer,Brewer,hgarcia@example.org,001-609-416-6010x0231,1987-11-17,F,Port Tammyville,ND,VIP,Inactive,2024-08-15,Self-employed,36771
Melissa,Miller,timothyhart@example.com,(345)272-3084,2001-04-27,M,North Amyville,NY,VIP,Inactive,2024-12-13,Retired,72653
Donald,Barr,perezpaul@example.com,+1-743-361-7213x1451,1969-09-19,F,North Cassandraburgh,NE,VIP,Active,2025-06-10,Employed Full-time,77701
Matthew,White,qhernandez@example.net,794-451-4754x1022,1971-10-07,M,Griffithfort,GU,Premium,Inactive,2023-06-21,Retired,116677
Daniel,Simmons,duane52@example.org,001-965-957-6769x52366,1981-06-02,F,South Christopher,VT,VIP,Inactive,2024-12-23,Employed Full-time,48798
Alison,Frank,jacquelineyoung@example.org,705.487.2105,1965-03-28,F,Thomasside,PW,Retail,Inactive,2024-12-22,Employed Full-time,128769
John,Carey,burgessdavid@example.net,001-426-206-5019x179,1955-03-07,M,Donaldbury,CA,VIP,Inactive,2023-03-28,Employed Full-time,50128
Ashley,Cervantes,kathyharrison@example.org,001-484-476-5704x1200,1945-12-04,F,Wallmouth,OH,VIP,Active,2024-04-12,Retired,106077
Samantha,Shaw,rodneymoore@example.org,962.736.9036x28917,1989-08-07,M,Wilcoxburgh,AR,Premium,Active,2024-10-06,Retired,81038
Deborah,Lee,garciamichael@example.com,2346281139,1957-12-17,M,Lake Sarah,IA,VIP,Active,2024-04-30,Self-employed,67128
Christopher,Hudson,elliottkristy@example.org,5517405468,1996-05-07,M,Swansonberg,UT,VIP,Active,2026-01-20,Employed Full-time,136815
Connor,Russell,shawkimberly@example.org,001-367-390-4227,1994-01-28,F,East Lindsey,SD,Premium,Active,2023-10-13,Self-employed,71922
Kayla,Martin,seth25@example.com,(996)306-3399x129,1999-12-12,M,East Katieport,OH,VIP,Active,2023-07-22,Employed Full-time,137513
Victor,Gibson,sarahmartin@example.com,001-655-911-2747,1989-06-09,F,North Teresa,NM,VIP,Inactive,2023-05-09,Self-employed,135132
Michael,Mitchell,rvincent@example.org,258.595.5168x740,1992-10-20,F,East Melissaport,MS,Retail,Active,2023-11-09,Retired,100737
Ashley,Nash,paulford@example.org,(877)787-1121x663,1949-07-28,M,Matthewfort,IL,Retail,Inactive,2026-03-03,Self-employed,125070
Judith,Wilson,jjohnson@example.com,(835)990-9605,1959-09-16,F,East Mirandachester,KY,VIP,Inactive,2024-04-03,Employed Full-time,49733
Cynthia,Miller,hillchristopher@example.net,568.734.2016x542,1973-09-14,F,Alvarezburgh,UT,VIP,Active,2025-01-15,Employed Full-time,144093
Michael,Schwartz,jmorrow@example.net,919.492.5502,1979-03-04,F,Danielchester,KS,VIP,Inactive,2025-05-25,Retired,55095
Jennifer,Mcneil,cynthiafowler@example.net,503-736-8296,1959-06-17,F,Lake Barbara,AL,Retail,Active,2024-10-04,Self-employed,131216
Lisa,Smith,wayne17@example.net,866.755.8685x127,1957-03-22,M,New Ryan,LA,Premium,Active,2025-12-27,Retired,89172
Haley,Kim,jacqueline11@example.org,909-261-7981,1990-08-16,M,Melissaborough,IN,VIP,Active,2025-02-12,Retired,149863
Andrea,Wilson,wsampson@example.com,(260)253-8444x46306,1946-12-21,M,Port Nicholas,GU,Premium,Active,2025-05-23,Retired,114074
Lori,Greene,george96@example.org,+1-863-496-0962,1972-08-13,F,Zacharychester,IN,VIP,Active,2023-08-10,Self-employed,131559
Jennifer,Martinez,welchkristen@example.net,282-353-1106x092,1984-02-05,M,Johnsonberg,NH,Retail,Active,2025-11-18,Retired,52734
Crystal,Howard,denisewalker@example.org,+1-336-340-4120,1976-06-05,F,North Donaldview,MH,Premium,Active,2023-12-14,Self-employed,33852
Christopher,Snyder,roberta36@example.org,606.217.1366x5722,2006-09-05,M,Lake Ashley,PA,VIP,Inactive,2023-04-26,Employed Full-time,67806
David,Cooper,timothy99@example.net,2284413908,1959-11-27,M,Dannyborough,AK,Retail,Inactive,2024-07-29,Retired,139861
Dillon,Miller,josepholson@example.org,(684)877-6863x423,1952-03-09,F,Gabrielborough,VA,VIP,Active,2025-04-04,Employed Full-time,143438
Ryan,Griffin,lisa91@example.net,(863)695-5172x0849,1986-04-12,M,Raymondville,HI,Retail,Active,2024-07-22,Self-employed,138946
Ruben,Lopez,charlessandoval@example.com,(751)505-0537,1983-05-28,M,South Justinborough,NC,VIP,Active,2024-02-09,Employed Full-time,107951
Dakota,Ramirez,berrydebbie@example.net,001-965-453-3077x04611,1986-02-10,M,Brittanybury,OK,Premium,Inactive,2023-04-11,Employed Full-time,120484
Justin,Schneider,buckjustin@example.com,8886050171,1963-11-17,F,Karenfurt,CO,VIP,Inactive,2025-07-20,Self-employed,66154
Kim,Snyder,longheather@example.com,515.491.0300x2156,1951-03-05,F,Lake Rachel,MN,VIP,Inactive,2025-06-21,Self-employed,136361
Veronica,Villa,greenkristen@example.org,4419459642,1953-05-06,M,West Michelle,WV,Retail,Active,2025-09-01,Employed Full-time,124300
Pamela,Church,qwalsh@example.org,783.597.7457x31441,1990-01-23,F,Lake Christian,NM,Retail,Inactive,2023-06-10,Retired,38430
Jason,Santiago,mcardenas@example.com,453-398-8547,2007-05-23,F,East Sabrina,MS,Premium,Active,2025-02-08,Retired,80041
Miranda,Palmer,rlopez@example.com,(249)912-7113,1957-11-29,M,Anthonyhaven,NV,Retail,Active,2024-09-05,Self-employed,36689
Joseph,Mcintosh,gomezjason@example.com,568.850.7451x06634,1957-03-16,F,Alyssafort,NC,Retail,Inactive,2025-01-10,Employed Full-time,120100
Daniel,Williams,susanrobinson@example.org,8948318143,1971-12-03,F,East Jessicaview,NM,Retail,Active,2024-01-22,Retired,111115
George,Harris,janice40@example.org,(489)474-3251,1967-10-15,M,Thomastown,TN,Premium,Active,2025-03-15,Self-employed,41573
Ronnie,Smith,nicole20@example.net,(579)407-3710x094,1996-07-24,M,Port Clifford,ME,VIP,Active,2024-08-11,Employed Full-time,87618
Shaun,Navarro,elizabeth45@example.com,2544589714,1973-02-08,M,Lake Virginia,MI,Retail,Active,2025-04-20,Employed Full-time,116818
Anthony,Lane,vhoward@example.org,761.748.7824,1971-10-18,M,Landryview,ME,VIP,Active,2023-12-30,Retired,97280
Blake,Meyer,mary16@example.com,001-654-410-7272,1965-11-06,F,Robertsport,AL,Retail,Inactive,2025-02-11,Self-employed,112969
Blake,Campbell,brownkevin@example.com,(400)542-5488x214,1974-08-02,F,West Jefferyfort,MI,VIP,Inactive,2024-03-29,Self-employed,107695
Lisa,Walsh,gross@example.com,594-629-6592x3426,1965-12-09,F,West Ashleymouth,ND,Retail,Active,2023-12-18,Retired,82029
Nicholas,Liu,hdavis@example.com,001-258-857-5676x670,1951-03-15,M,New Rebecca,WY,VIP,Inactive,2024-03-19,Retired,33188
Betty,Watson,brian62@example.com,+1-907-787-0104x15914,2004-01-01,F,North Joyhaven,WA,Premium,Active,2023-05-30,Self-employed,62732
Jacqueline,Black,rtaylor@example.net,(244)407-9311,1986-04-10,F,New Collinborough,CT,Retail,Active,2025-03-13,Employed Full-time,112858
Angel,Wagner,hbrown@example.com,(472)438-4979x1620,2000-11-20,F,East William,UT,Premium,Active,2025-07-05,Employed Full-time,122298
James,Castillo,elizabeth97@example.com,+1-846-261-7662x04719,1984-09-09,F,Austinmouth,AZ,Retail,Active,2024-09-10,Retired,149251
Sydney,Mcdonald,khill@example.com,483.658.6812x25957,1998-08-08,F,Sandraland,PW,Premium,Inactive,2025-12-05,Self-employed,116497
Timothy,Estes,barbarapennington@example.net,542.359.9599x61002,1990-06-16,F,South Sarahfort,MD,Premium,Active,2024-03-02,Self-employed,110629
Tina,Stokes,danielgilmore@example.net,(461)709-4101x7590,1952-07-05,F,Grayshire,OH,Retail,Inactive,2024-01-13,Employed Full-time,109370
James,Henry,jeremiah26@example.net,719.801.3020,1983-11-10,F,West Jacobhaven,NM,Retail,Active,2023-12-29,Retired,144992
Marisa,Hudson,wmason@example.net,+1-421-676-6191,1952-01-20,M,South Jerryside,MA,Premium,Active,2023-04-13,Retired,145402
Jeffrey,Shepard,peter51@example.org,318-993-8984x6908,2007-08-12,F,Deniseton,MA,Retail,Inactive,2024-12-22,Employed Full-time,51223
Jose,Cook,tayloramy@example.net,903-471-9905x16991,1963-08-05,F,North Austinhaven,IN,VIP,Active,2025-12-13,Retired,129209
Michael,Woods,andrewbrown@example.org,+1-496-808-7066,1992-11-28,M,Dunnville,NV,Premium,Active,2023-09-08,Self-employed,109469
Penny,Haas,michael56@example.org,231.290.3689,2004-08-10,M,Port Brian,AR,VIP,Inactive,2023-09-21,Employed Full-time,58439
Samuel,Campbell,michael34@example.org,+1-967-611-1483x753,1970-02-26,M,Mistybury,NC,Premium,Inactive,2024-04-27,Employed Full-time,117819
Luis,Weaver,brownrachel@example.net,+1-774-413-2834x831,1947-08-17,F,Lake Scott,WV,VIP,Inactive,2025-02-10,Self-employed,112395
Stephanie,Smith,nelsonbrianna@example.com,904-296-7066,1960-06-16,M,South Jack,NE,Premium,Inactive,2025-06-13,Self-employed,121961
Brett,Torres,sharon95@example.com,001-993-805-9660x18648,1984-02-25,M,Franciscofurt,NH,VIP,Active,2024-03-13,Employed Full-time,107872
David,Smith,christopher38@example.com,796-609-4544x90149,2002-11-12,F,South Steven,NV,VIP,Inactive,2023-03-22,Self-employed,89817
Steven,Church,jlittle@example.org,(909)414-9851x72444,1960-08-29,F,East Monica,SD,Retail,Active,2023-05-25,Self-employed,115650
Jesse,Pena,gabriellevalencia@example.net,308-330-4405x80935,1979-09-07,F,Wilsonland,IA,VIP,Active,2024-01-19,Retired,95604
Mark,Watson,bjones@example.com,(605)295-5657,1956-02-04,F,Bradleyberg,PW,VIP,Inactive,2025-09-12,Retired,128467
Anthony,Lynch,william89@example.net,(836)390-2611x398,2002-11-12,F,New Thomashaven,NC,Premium,Active,2025-01-22,Retired,115024
Logan,Lee,rhonda53@example.com,775.313.7651,2007-06-05,F,Denisebury,NV,Premium,Active,2024-12-18,Retired,130582
Jerry,Carey,sarasanchez@example.com,+1-992-594-4551x16682,2006-06-03,F,South Alexis,DE,Premium,Active,2024-12-18,Retired,71803
Jose,Spencer,inewton@example.org,(602)312-8866x52683,1968-02-08,F,Brittanyville,VA,Premium,Inactive,2023-05-18,Employed Full-time,147230
Charles,Mccall,olozano@example.com,001-764-972-2981x2099,1971-01-01,F,Samuelhaven,VA,Premium,Active,2025-09-07,Retired,120668
Joshua,Mejia,kennethpeterson@example.net,689.786.4565x22036,1951-12-15,F,Justinville,LA,Premium,Inactive,2024-05-07,Retired,93405
Tommy,Walker,keithhardin@example.net,001-513-242-1388x20908,1978-06-02,M,West Jamesshire,NE,Premium,Inactive,2025-01-28,Self-employed,93627
Abigail,Guerra,samantha17@example.com,741.624.1513x1528,1976-01-16,M,Lake Haileyton,NE,VIP,Active,2023-08-12,Employed Full-time,139888
Sarah,Bauer,james80@example.net,+1-903-629-6334x7272,1954-02-25,M,Lake Nancy,NC,VIP,Inactive,2024-02-04,Employed Full-time,108260
Aaron,Jones,jenniferwilliams@example.net,996-993-5782x434,1999-05-28,F,Harperside,NJ,Premium,Active,2024-06-09,Retired,65582
Colin,Rodriguez,robert75@example.org,+1-561-227-5156x27796,1964-12-25,F,Williamchester,AR,Premium,Active,2025-07-29,Employed Full-time,49798
Kelsey,Green,robert76@example.com,404-573-5047x639,1998-03-26,F,New Cherylberg,PA,VIP,Active,2025-06-24,Retired,67426
Andrew,Bowen,tdavis@example.com,(581)608-3583x286,1999-09-18,F,West Martin,IL,Retail,Active,2025-07-14,Employed Full-time,64136
Jessica,Case,brucekari@example.net,586-570-2440,1947-06-26,M,Karenfurt,SD,VIP,Inactive,2024-11-20,Retired,123687
David,Yang,michelle11@example.net,001-760-808-9219x6394,1980-01-19,F,West Joshuaborough,CT,Premium,Active,2024-04-22,Employed Full-time,138535
Tanya,Johnston,fcarter@example.org,(384)974-8836x07658,1960-06-07,F,South Kelliemouth,MN,VIP,Inactive,2025-03-18,Self-employed,135539
Anna,Day,douglas11@example.net,(937)593-1269,1949-03-12,M,Kingport,WA,Retail,Inactive,2024-08-14,Retired,73791
Mary,Johnson,rsavage@example.net,987.387.5357,2007-11-16,M,South Hollyfurt,DC,VIP,Active,2023-03-30,Retired,33865
